category,amt,gender,lat,long,Pop,AgeGroup,Time,merch_lat,merch_long,is_fraud
4,1,1,41,-92,1,2,2,41,-92,0
2,1,2,41,-95,1,1,2,40,-95,0
2,2,1,43,-77,1,2,2,44,-78,0
2,1,2,36,-98,3,2,2,35,-97,0
5,1,1,35,-92,1,2,2,34,-93,0
2,3,1,37,-87,3,2,2,36,-86,0
2,2,1,42,-73,1,2,2,41,-74,0
2,2,2,40,-76,1,2,2,40,-77,0
8,2,2,40,-75,1,2,2,41,-75,0
5,1,2,44,-95,1,3,2,44,-96,0
6,1,1,37,-89,1,2,2,38,-88,0
7,1,1,38,-87,1,2,2,37,-87,0
2,1,1,39,-76,1,2,2,40,-76,0
2,1,1,42,-73,1,2,2,43,-73,0
2,1,1,41,-73,1,2,2,42,-74,0
2,2,1,40,-112,2,1,2,41,-113,0
2,2,1,45,-74,1,3,2,45,-73,0
4,1,1,42,-84,1,2,2,43,-84,0
2,2,1,35,-99,1,2,2,36,-98,0
2,2,1,40,-86,3,2,2,40,-86,0
4,1,1,41,-95,1,2,2,42,-96,0
2,2,2,40,-106,1,2,2,40,-105,0
4,1,1,48,-97,1,1,2,48,-98,0
4,1,2,42,-79,1,2,2,42,-79,0
1,1,2,36,-91,1,3,2,36,-92,0
2,2,1,47,-117,1,3,2,47,-118,0
1,1,1,41,-81,1,2,2,40,-81,0
6,1,1,45,-75,1,1,2,44,-75,0
2,1,2,39,-77,1,3,2,40,-77,0
8,1,2,40,-105,2,2,2,40,-106,0
5,1,2,40,-92,1,2,2,40,-93,0
7,1,2,44,-104,1,2,2,45,-103,0
8,1,1,40,-89,1,2,2,40,-88,0
1,1,1,38,-76,1,2,2,38,-76,0
1,1,1,37,-80,1,3,2,37,-80,0
7,1,2,40,-82,1,3,2,41,-82,0
1,1,2,34,-94,1,2,2,35,-94,0
8,2,2,42,-93,1,2,2,42,-94,0
6,1,2,41,-74,1,3,2,42,-75,0
7,1,1,47,-96,1,3,2,46,-96,0
4,1,2,36,-79,1,2,2,35,-79,0
4,1,1,48,-97,1,1,2,47,-97,0
8,1,1,34,-118,2,2,2,34,-119,0
2,2,2,42,-74,1,2,2,41,-75,0
7,1,1,42,-83,1,2,2,42,-84,0
6,1,1,41,-74,1,2,2,40,-74,0
2,2,1,40,-75,1,2,2,41,-74,0
7,1,1,40,-77,1,2,2,40,-76,0
1,1,1,40,-105,3,2,2,39,-105,0
2,2,1,38,-99,1,2,2,38,-100,0
2,2,2,40,-106,1,2,2,40,-106,0
2,2,1,49,-103,1,2,2,49,-104,0
1,1,1,32,-97,1,3,2,32,-97,0
1,3,1,46,-86,1,2,2,45,-86,0
6,1,1,35,-92,1,2,2,35,-92,0
8,1,2,43,-111,1,2,2,43,-112,0
2,2,2,42,-74,1,3,2,43,-74,0
2,2,1,44,-98,1,3,2,44,-97,0
7,1,2,39,-77,3,3,2,38,-77,0
2,1,2,43,-101,1,3,2,42,-101,0
8,1,1,41,-80,1,2,2,41,-80,0
4,1,2,44,-72,1,1,2,44,-72,0
6,1,2,44,-93,1,2,2,45,-94,0
2,1,1,31,-84,1,3,2,30,-83,0
2,1,1,46,-87,1,2,2,46,-86,0
4,1,2,44,-85,1,3,2,44,-84,0
2,2,1,40,-93,1,3,2,40,-93,0
5,1,2,43,-75,1,3,2,42,-76,0
5,1,1,41,-82,1,2,2,41,-81,0
7,1,2,40,-93,1,2,2,40,-93,0
4,1,1,33,-81,1,2,2,33,-82,0
2,3,1,39,-84,1,2,2,38,-83,0
4,1,1,39,-94,1,1,2,40,-94,0
2,2,2,43,-109,1,2,2,42,-109,0
7,1,2,48,-93,1,2,2,48,-94,0
7,1,2,35,-102,1,2,2,35,-103,0
4,1,1,34,-88,1,2,2,33,-87,0
4,1,1,34,-91,1,3,2,34,-90,0
6,1,1,41,-112,1,2,2,41,-112,0
4,1,2,34,-116,1,3,2,33,-117,0
1,2,1,39,-95,1,2,2,39,-95,0
4,1,1,39,-90,3,2,2,39,-90,0
4,1,1,46,-101,1,1,2,46,-102,0
1,1,2,33,-97,3,3,2,33,-97,0
5,1,1,30,-90,3,3,2,30,-89,0
4,1,1,41,-87,1,1,2,42,-86,0
4,1,1,45,-123,1,2,2,46,-122,0
5,2,1,43,-78,1,2,2,43,-78,0
7,2,2,38,-85,1,3,2,38,-85,0
1,1,1,34,-119,2,2,2,35,-119,0
8,1,2,34,-102,3,3,2,34,-102,0
8,3,1,39,-91,1,3,2,40,-91,0
2,1,1,44,-96,1,2,2,43,-96,0
4,1,2,42,-78,1,2,2,42,-78,0
4,1,2,35,-85,1,3,2,35,-85,0
1,1,1,36,-81,1,2,2,35,-81,0
5,1,1,28,-82,3,2,2,28,-83,0
2,2,1,42,-70,1,2,2,41,-70,0
4,1,1,44,-69,1,2,2,43,-69,0
3,1,1,40,-99,1,3,2,40,-98,0
7,1,2,34,-102,3,3,2,33,-103,0
4,1,1,41,-88,1,1,2,41,-88,0
2,1,2,39,-92,1,2,2,38,-91,0
4,1,1,45,-74,1,3,2,46,-73,0
4,1,2,33,-83,1,2,2,33,-83,0
7,1,2,31,-90,1,3,2,31,-90,0
1,1,1,39,-94,1,3,2,38,-94,0
8,1,2,32,-90,1,3,2,31,-89,0
2,1,1,31,-97,1,2,2,30,-97,0
8,2,2,45,-109,1,2,2,46,-108,0
2,1,2,36,-97,3,1,2,35,-98,0
4,1,1,46,-124,1,2,2,46,-125,0
2,2,1,39,-81,1,2,2,39,-81,0
1,1,1,46,-122,1,3,2,45,-123,0
6,1,1,41,-78,1,2,2,41,-78,0
2,1,2,27,-82,1,2,2,27,-82,0
4,1,1,33,-80,1,1,2,32,-80,0
7,1,2,40,-80,1,1,2,40,-79,0
4,1,2,45,-69,1,1,2,44,-69,0
8,1,2,41,-81,3,2,2,41,-82,0
2,2,1,36,-84,3,1,2,35,-84,0
7,1,2,37,-97,1,3,2,36,-96,0
4,1,2,42,-75,1,1,2,42,-75,0
2,3,1,33,-111,1,2,2,32,-111,0
4,1,1,40,-78,1,2,2,40,-77,0
2,1,1,40,-93,1,3,2,41,-94,0
9,1,1,34,-112,1,3,2,34,-112,0
6,1,1,31,-104,1,2,2,32,-104,0
2,2,2,40,-79,1,2,2,40,-80,0
2,1,2,42,-94,3,2,2,42,-94,0
7,1,2,29,-96,1,2,2,30,-96,0
4,1,2,40,-120,3,1,2,40,-120,0
9,1,1,34,-81,2,3,2,35,-81,0
5,1,1,40,-76,1,3,2,40,-76,0
4,1,2,42,-97,1,3,2,43,-97,0
5,3,1,38,-122,2,2,2,39,-123,0
7,2,2,43,-117,1,1,2,42,-118,0
7,1,2,41,-96,1,2,2,41,-96,0
4,1,1,34,-112,1,3,2,33,-111,0
7,1,1,34,-81,1,3,2,33,-82,0
8,1,2,34,-78,1,3,2,33,-78,0
4,1,1,38,-76,1,2,2,38,-77,0
4,1,1,38,-86,3,3,2,39,-86,0
4,1,2,41,-74,3,1,2,41,-73,0
6,1,1,33,-84,1,1,2,33,-84,0
8,1,2,41,-82,2,2,2,42,-82,0
4,1,1,41,-80,1,3,2,41,-80,0
7,1,2,45,-109,1,2,2,45,-108,0
1,1,1,35,-95,1,2,2,35,-95,0
2,2,1,46,-87,1,2,2,46,-87,0
2,2,2,40,-105,2,2,2,40,-104,0
5,3,1,32,-98,1,2,2,31,-97,0
6,1,1,45,-123,2,2,2,45,-123,0
4,1,1,31,-83,1,1,2,32,-82,0
4,1,2,39,-110,1,1,2,38,-110,0
2,1,1,40,-94,1,2,2,40,-94,0
2,2,2,42,-78,1,2,2,43,-78,0
2,1,2,44,-88,1,2,2,44,-88,0
4,1,1,40,-99,1,3,2,41,-98,0
4,1,1,44,-73,1,1,2,44,-74,0
4,1,1,35,-91,1,2,2,34,-91,0
4,1,1,41,-95,1,2,2,41,-95,0
4,1,2,33,-117,3,2,2,33,-118,0
5,1,1,41,-74,3,2,2,40,-74,0
4,1,1,34,-78,3,2,2,34,-78,0
2,1,1,41,-106,1,2,2,41,-106,0
2,2,1,31,-83,2,2,2,31,-83,0
5,1,2,36,-98,1,1,2,37,-98,0
7,1,2,45,-84,1,3,2,44,-84,0
4,1,2,41,-79,1,1,2,40,-79,0
1,2,1,42,-83,1,2,2,42,-83,0
2,2,1,30,-95,3,2,2,29,-96,0
7,2,1,36,-87,1,3,2,37,-87,0
4,1,1,38,-82,1,2,2,38,-81,0
2,2,1,42,-73,1,2,2,43,-74,0
2,2,1,37,-94,1,2,2,37,-94,0
4,2,1,44,-89,1,3,2,45,-90,0
6,1,1,36,-79,1,2,2,36,-79,0
4,1,2,34,-87,1,3,2,35,-88,0
1,1,2,37,-83,1,3,2,36,-83,0
8,1,1,40,-80,1,3,2,40,-81,0
4,1,2,36,-90,1,3,2,35,-90,0
8,1,1,41,-77,1,3,2,40,-77,0
2,3,1,34,-117,2,2,2,34,-117,0
2,2,2,41,-93,1,2,2,41,-94,0
5,1,2,36,-79,1,3,2,37,-79,0
2,2,1,41,-99,1,2,2,42,-98,0
1,1,1,41,-78,1,3,2,40,-77,0
1,1,2,28,-99,3,2,2,28,-99,0
6,1,1,40,-75,3,2,2,39,-75,0
5,1,1,39,-123,1,2,2,39,-124,0
5,3,2,41,-83,1,2,2,42,-82,0
2,2,2,42,-74,1,2,2,42,-75,0
4,1,1,40,-89,1,2,2,39,-88,0
4,1,2,36,-120,1,2,2,36,-119,0
5,2,1,41,-80,1,3,2,41,-80,0
6,1,1,32,-103,1,2,2,32,-103,0
1,1,1,41,-79,1,3,2,40,-80,0
4,1,1,28,-82,3,2,2,29,-82,0
8,1,1,40,-99,1,3,2,40,-98,0
5,1,1,43,-78,1,2,2,43,-78,0
1,1,1,34,-86,2,2,2,34,-85,0
3,1,1,45,-104,1,3,2,45,-104,0
1,1,1,40,-77,1,2,2,41,-77,0
2,2,1,31,-104,1,2,2,32,-103,0
5,1,1,46,-104,1,3,2,46,-103,0
2,1,1,31,-88,1,3,2,30,-87,0
8,1,1,40,-87,1,2,2,40,-88,0
4,1,1,36,-99,1,2,2,35,-98,0
2,1,2,34,-87,1,2,2,34,-86,0
4,1,1,40,-94,1,2,2,40,-93,0
9,1,1,32,-91,1,2,2,33,-91,0
2,1,2,20,-155,1,2,2,20,-155,0
1,2,2,46,-111,1,2,2,46,-111,0
4,1,1,36,-80,1,3,2,37,-79,0
6,1,1,33,-84,1,1,2,33,-84,0
7,1,1,38,-123,1,3,2,38,-123,0
2,1,2,36,-96,1,2,2,35,-97,0
5,1,1,41,-74,2,2,2,41,-73,0
6,1,2,46,-84,1,1,2,46,-84,0
4,1,1,47,-101,1,3,2,48,-100,0
1,2,1,39,-95,3,2,2,39,-95,0
5,1,1,36,-96,3,2,2,36,-96,0
3,1,1,32,-86,1,3,2,31,-87,0
5,1,1,39,-76,1,2,2,39,-76,0
4,1,2,41,-74,1,3,2,42,-75,0
4,1,1,45,-75,1,1,2,44,-74,0
6,1,2,44,-88,1,2,2,44,-88,0
2,2,2,39,-80,1,2,2,39,-81,0
8,1,1,32,-99,1,2,2,32,-99,0
2,2,2,41,-96,1,3,2,42,-97,0
2,3,1,32,-95,3,2,2,32,-96,0
4,1,2,33,-84,1,2,2,32,-85,0
6,1,1,44,-116,2,2,2,43,-117,0
2,1,2,38,-76,1,2,2,38,-75,0
4,1,2,41,-78,1,1,2,41,-77,0
4,1,2,34,-78,1,3,2,34,-79,0
2,2,2,46,-84,1,1,2,45,-84,0
8,1,2,45,-116,1,2,2,45,-117,0
8,1,2,31,-81,1,2,2,31,-81,0
2,1,2,36,-108,1,1,2,35,-108,0
6,1,2,38,-97,3,2,2,38,-97,0
4,1,1,40,-80,1,2,2,41,-80,0
4,1,1,39,-77,1,3,2,38,-77,0
8,1,1,46,-104,1,3,2,46,-105,0
1,1,2,38,-90,2,2,2,39,-91,0
4,1,2,34,-81,3,2,2,35,-81,0
8,3,1,45,-71,1,2,2,44,-70,0
6,1,1,37,-76,3,3,2,37,-76,0
2,1,2,43,-94,1,2,2,42,-95,0
2,1,2,43,-77,1,3,2,43,-77,0
2,2,2,35,-86,1,2,2,34,-86,0
8,2,2,48,-102,1,2,2,47,-103,0
7,1,2,35,-85,1,3,2,34,-86,0
2,1,2,30,-90,2,3,2,31,-90,0
3,1,2,35,-79,1,3,2,35,-79,0
4,1,2,43,-96,1,1,2,42,-96,0
6,1,2,40,-83,1,1,2,41,-83,0
4,1,2,43,-77,1,3,2,43,-78,0
4,1,1,41,-77,1,3,2,40,-78,0
5,1,1,43,-78,1,2,2,43,-78,0
1,1,2,42,-78,1,2,2,41,-78,0
7,2,1,35,-107,3,2,2,36,-108,0
4,1,1,44,-98,1,2,2,44,-99,0
2,1,2,39,-77,2,2,2,40,-76,0
7,3,2,39,-87,1,3,2,40,-86,0
2,1,2,37,-84,1,2,2,38,-84,0
6,1,1,34,-78,3,2,2,33,-78,0
2,2,2,40,-92,1,2,2,41,-92,0
1,1,1,39,-100,1,2,2,38,-100,0
7,1,2,36,-98,3,2,2,37,-97,0
2,1,2,38,-105,3,2,2,39,-105,0
6,1,1,30,-91,1,2,2,30,-90,0
2,1,2,36,-106,1,2,2,36,-106,0
4,1,2,44,-70,1,1,2,44,-69,0
2,1,1,34,-112,3,1,2,35,-112,0
6,1,2,42,-83,3,2,2,43,-83,0
2,1,1,34,-86,2,2,2,33,-85,0
5,1,1,40,-89,1,2,2,41,-89,0
5,1,2,31,-98,1,3,2,31,-97,0
6,1,1,41,-92,1,1,2,42,-91,0
2,2,1,37,-82,1,2,2,36,-81,0
1,1,1,48,-101,1,3,2,48,-100,0
4,1,1,33,-106,1,1,2,33,-105,0
1,1,2,37,-82,1,2,2,37,-83,0
4,1,1,42,-97,1,2,2,41,-97,0
4,1,2,35,-86,1,2,2,34,-86,0
2,1,2,37,-84,1,2,2,37,-83,0
2,2,1,40,-110,1,1,2,40,-111,0
6,2,1,42,-83,1,1,2,42,-84,0
4,1,1,39,-75,1,3,2,38,-75,0
6,1,2,41,-72,1,2,2,40,-72,0
6,1,1,34,-117,1,2,2,34,-117,0
4,1,1,32,-99,1,2,2,32,-98,0
2,2,2,35,-86,1,2,2,35,-85,0
4,1,1,45,-90,1,1,2,46,-91,0
8,1,1,40,-99,1,3,2,40,-98,0
2,2,1,44,-123,1,1,2,45,-123,0
1,2,2,40,-79,1,1,2,41,-79,0
4,1,2,42,-123,1,3,2,41,-124,0
4,1,2,42,-75,1,2,2,43,-74,0
4,1,2,29,-81,2,2,2,28,-80,0
1,1,1,26,-82,3,2,2,27,-81,0
1,1,2,43,-91,1,2,2,43,-90,0
5,1,2,43,-83,3,3,2,43,-82,0
4,1,2,40,-74,1,2,2,39,-74,0
4,1,1,34,-117,1,2,2,34,-117,0
1,1,1,36,-84,3,1,2,36,-84,0
1,1,2,41,-82,3,2,2,40,-81,0
2,1,2,42,-88,2,2,2,43,-88,0
2,1,2,45,-90,1,1,2,44,-91,0
6,1,1,34,-112,3,2,2,34,-112,0
9,1,1,34,-118,2,2,2,34,-118,0
4,1,2,39,-110,1,1,2,40,-109,0
2,2,1,46,-87,1,2,2,46,-87,0
2,1,1,35,-95,1,2,2,35,-96,0
1,1,1,43,-78,1,2,2,43,-78,0
1,1,2,35,-85,1,1,2,36,-84,0
4,1,2,41,-85,1,3,2,40,-85,0
7,1,1,47,-122,1,3,2,46,-121,0
2,1,2,45,-93,3,2,2,46,-93,0
4,1,2,44,-71,1,1,2,45,-72,0
2,2,1,41,-73,1,2,2,41,-73,0
6,1,1,38,-89,1,2,2,38,-89,0
5,1,1,43,-124,1,3,2,43,-125,0
2,1,2,34,-118,3,2,2,34,-118,0
3,1,2,41,-74,1,3,2,42,-75,0
5,1,2,41,-99,1,2,2,41,-98,0
2,3,1,40,-75,3,2,2,41,-75,0
4,1,2,44,-104,1,2,2,44,-104,0
4,1,1,38,-75,1,2,2,38,-75,0
4,1,1,40,-75,3,2,2,39,-76,0
4,1,1,28,-82,3,2,2,28,-82,0
4,1,1,34,-88,1,2,2,34,-88,0
2,1,1,30,-97,1,2,2,30,-96,0
8,1,1,36,-106,1,2,2,36,-106,0
2,3,1,42,-109,2,2,2,41,-109,0
3,1,1,36,-92,1,3,2,36,-91,0
8,1,2,32,-90,1,3,2,32,-90,0
2,2,1,35,-112,1,3,2,35,-113,0
6,1,2,38,-85,1,1,2,39,-85,0
7,1,2,30,-90,2,3,2,31,-90,0
7,2,2,43,-117,1,1,2,42,-117,0
4,1,2,42,-79,1,2,2,42,-78,0
8,1,2,41,-81,3,2,2,40,-81,0
1,1,1,39,-82,1,3,2,40,-83,0
5,1,1,32,-90,1,2,2,32,-90,0
6,1,1,27,-81,2,2,2,27,-81,0
3,1,1,31,-92,1,3,2,31,-91,0
7,1,2,40,-81,1,2,2,41,-81,0
6,1,1,38,-76,1,2,2,38,-75,0
2,3,1,35,-81,1,2,2,36,-82,0
2,1,1,33,-80,1,1,2,33,-81,0
5,1,2,39,-79,1,3,2,38,-78,0
5,1,1,41,-73,1,1,2,41,-73,0
6,1,1,33,-87,1,2,2,33,-87,0
4,1,1,41,-95,1,2,2,42,-95,0
1,3,1,39,-84,1,2,2,39,-85,0
3,1,2,36,-115,3,2,2,36,-116,0
7,3,2,40,-75,1,3,2,40,-76,0
2,2,1,40,-99,1,3,2,41,-100,0
8,1,1,42,-95,1,3,2,42,-95,0
5,1,2,41,-91,1,1,2,42,-92,0
3,1,2,44,-70,1,3,2,43,-70,0
2,1,2,42,-80,1,2,2,41,-80,0
9,1,2,30,-88,1,3,2,31,-89,0
4,1,1,41,-88,1,1,2,42,-88,0
6,1,2,43,-109,1,2,2,42,-108,0
5,1,1,39,-76,1,2,2,40,-76,0
2,2,2,46,-112,1,2,2,46,-112,0
6,1,1,40,-95,1,3,2,40,-95,0
5,1,2,40,-79,1,1,2,40,-79,0
5,1,1,26,-82,3,3,2,26,-81,0
8,1,2,39,-79,1,3,2,39,-78,0
4,1,2,39,-100,1,2,2,39,-100,0
4,1,1,44,-98,1,3,2,45,-98,0
4,1,2,33,-91,1,1,2,33,-91,0
4,1,2,40,-121,1,2,2,40,-120,0
9,1,2,39,-76,1,2,2,40,-76,0
4,1,2,45,-84,1,3,2,45,-84,0
4,1,1,32,-101,1,2,2,32,-101,0
1,1,1,36,-80,1,3,2,37,-79,0
5,3,1,32,-97,1,1,2,33,-97,0
4,1,1,42,-73,1,2,2,41,-73,0
7,1,2,43,-91,1,2,2,42,-92,0
4,1,1,37,-86,1,1,2,36,-87,0
5,1,2,39,-77,3,3,2,40,-77,0
6,1,1,35,-99,1,2,2,34,-100,0
4,1,1,37,-86,1,1,2,37,-87,0
2,1,2,42,-83,2,2,2,42,-82,0
1,1,1,45,-86,1,1,2,44,-87,0
4,1,1,45,-86,1,1,2,45,-86,0
4,1,1,34,-112,3,1,2,34,-112,0
6,1,2,36,-84,1,2,2,35,-84,0
4,1,1,35,-92,1,3,2,34,-93,0
8,1,2,40,-75,1,3,2,40,-75,0
7,1,2,40,-92,1,2,2,40,-92,0
5,1,1,39,-77,1,3,2,40,-77,0
1,1,2,33,-87,3,2,2,33,-88,0
3,1,1,38,-86,1,3,2,38,-85,0
2,1,1,39,-89,1,2,2,39,-90,0
4,1,2,33,-84,1,2,2,33,-84,0
2,2,2,32,-90,1,3,2,31,-91,0
4,1,2,36,-106,1,2,2,36,-107,0
8,2,2,39,-75,1,1,2,39,-75,0
2,1,2,41,-79,1,1,2,41,-79,0
2,2,2,40,-75,1,2,2,41,-75,0
8,1,2,36,-79,1,3,2,37,-80,0
2,2,1,36,-94,1,2,2,35,-94,0
2,1,2,43,-71,2,2,2,42,-71,0
8,1,1,46,-122,1,3,2,46,-122,0
9,1,1,36,-92,1,3,2,36,-92,0
8,1,1,48,-101,1,3,2,48,-102,0
4,1,1,40,-80,1,2,2,40,-79,0
2,1,2,34,-118,2,1,2,35,-118,0
8,1,1,49,-103,1,2,2,48,-104,0
1,3,2,34,-78,1,3,2,35,-79,0
4,1,1,29,-82,1,2,2,28,-81,0
8,2,2,38,-87,1,2,2,37,-86,0
1,1,2,44,-85,1,3,2,43,-84,0
2,1,2,28,-82,3,3,2,28,-82,0
9,1,1,40,-87,1,2,2,39,-87,0
1,1,1,47,-117,1,3,2,46,-117,0
6,1,2,38,-79,1,2,2,38,-80,0
2,2,1,35,-92,1,2,2,35,-93,0
2,1,2,42,-83,2,2,2,41,-83,0
1,1,1,46,-99,1,2,2,45,-99,0
1,1,2,34,-87,1,2,2,33,-87,0
8,1,2,45,-116,1,2,2,45,-116,0
1,1,1,49,-118,1,2,2,48,-117,0
1,1,1,40,-84,1,3,2,41,-84,0
4,1,1,36,-97,1,2,2,36,-98,0
4,1,2,43,-77,1,3,2,42,-78,0
8,2,2,40,-75,1,2,2,40,-76,0
2,2,1,36,-81,1,2,2,36,-81,0
4,1,1,31,-97,1,2,2,30,-97,0
4,2,1,41,-74,1,2,2,42,-74,0
2,1,2,45,-73,1,1,2,45,-74,0
2,2,1,40,-80,1,2,2,40,-80,0
1,1,2,45,-88,1,2,2,45,-87,0
2,1,2,37,-84,1,2,2,37,-84,0
6,1,1,41,-91,1,2,2,40,-92,0
7,1,1,46,-88,1,2,2,46,-89,0
4,1,2,41,-89,1,3,2,42,-89,0
1,1,2,39,-87,1,3,2,40,-86,0
2,1,2,36,-79,1,2,2,36,-79,0
1,1,2,39,-85,1,2,2,39,-85,0
4,1,1,33,-87,1,2,2,32,-88,0
4,1,2,34,-99,1,2,2,34,-99,0
3,1,1,32,-99,1,2,2,32,-100,0
6,1,1,44,-116,2,2,2,43,-116,0
6,1,1,32,-97,1,2,2,32,-97,0
2,1,1,37,-91,1,2,2,38,-91,0
2,1,1,35,-82,1,2,2,35,-81,0
1,1,1,34,-119,2,2,2,34,-119,0
9,1,1,38,-86,3,3,2,38,-86,0
7,1,1,41,-81,1,2,2,40,-82,0
4,1,2,36,-84,2,2,2,37,-85,0
7,2,2,42,-74,1,2,2,41,-74,0
4,1,1,43,-93,1,2,2,42,-93,0
1,1,1,47,-97,1,2,2,47,-97,0
4,1,1,38,-93,1,2,2,38,-92,0
7,1,1,38,-86,3,3,2,38,-85,0
4,1,1,39,-94,1,3,2,39,-94,0
4,1,1,45,-86,1,1,2,44,-86,0
4,1,2,44,-70,1,3,2,44,-69,0
4,1,2,34,-116,1,3,2,33,-117,0
4,1,1,32,-91,1,2,2,32,-92,0
8,2,2,45,-112,1,1,2,45,-113,0
4,1,1,39,-87,1,1,2,38,-87,0
7,1,2,44,-95,1,3,2,44,-95,0
6,1,1,40,-80,1,2,2,41,-81,0
7,1,1,43,-124,1,3,2,44,-125,0
1,1,1,44,-123,3,2,2,45,-123,0
7,1,1,41,-124,1,3,2,40,-124,0
2,1,1,47,-96,1,3,2,47,-97,0
5,1,2,44,-70,1,3,2,44,-70,0
5,1,1,34,-118,3,2,2,34,-117,0
2,3,1,40,-81,1,2,2,41,-80,0
4,1,1,41,-76,1,2,2,41,-76,0
6,1,2,42,-83,2,2,2,42,-84,0
6,1,2,42,-79,1,2,2,42,-79,0
1,1,1,39,-95,1,2,2,39,-95,0
4,1,2,45,-69,1,1,2,44,-69,0
4,1,2,33,-91,1,1,2,33,-91,0
6,1,2,39,-87,1,2,2,39,-87,0
5,1,1,41,-124,1,3,2,40,-124,0
7,1,2,36,-98,3,2,2,35,-98,0
5,1,1,32,-98,1,2,2,32,-97,0
2,2,1,33,-100,1,3,2,34,-99,0
5,1,1,32,-97,1,1,2,32,-97,0
5,2,2,39,-95,1,3,2,39,-95,0
3,1,2,46,-123,3,2,2,45,-122,0
2,2,1,20,-155,1,1,2,20,-156,0
5,1,2,40,-93,1,2,2,40,-94,0
2,1,1,37,-86,1,3,2,36,-86,0
3,1,2,20,-155,1,2,2,19,-156,0
4,1,2,34,-99,1,2,2,34,-100,0
2,1,1,41,-74,1,3,2,40,-75,0
8,1,1,36,-87,1,3,2,36,-87,0
2,2,1,40,-89,1,2,2,39,-89,0
2,1,2,34,-86,1,2,2,34,-86,0
8,1,1,40,-93,1,3,2,39,-94,0
4,1,2,30,-96,3,1,2,31,-95,0
2,1,2,44,-88,1,2,2,43,-88,0
2,1,2,38,-79,1,2,2,38,-79,0
2,1,2,38,-86,2,1,2,38,-86,0
2,2,1,39,-83,1,2,2,39,-82,0
4,1,2,40,-121,1,2,2,40,-122,0
6,1,2,37,-88,1,2,2,36,-89,0
7,2,2,42,-83,2,2,2,43,-84,0
4,1,2,65,-166,1,3,2,65,-166,0
8,1,1,31,-95,1,3,2,30,-94,0
8,1,1,38,-123,1,3,2,37,-123,0
2,2,1,39,-110,1,2,2,39,-110,0
5,1,1,34,-117,2,2,2,34,-118,0
8,1,2,40,-98,1,3,2,40,-99,0
4,1,2,48,-93,1,2,2,48,-92,0
6,1,1,46,-119,1,2,2,46,-118,0
6,1,2,36,-84,1,2,2,36,-84,0
2,1,2,38,-99,1,1,2,37,-99,0
2,2,1,36,-80,1,3,2,35,-80,0
2,1,2,28,-83,3,1,2,27,-82,0
4,1,2,30,-99,3,2,2,29,-99,0
9,1,2,34,-82,2,3,2,34,-82,0
4,1,2,28,-82,3,3,2,29,-83,0
2,1,2,36,-96,1,2,2,36,-96,0
9,3,1,33,-94,1,3,2,33,-94,0
1,1,2,44,-95,1,1,2,45,-96,0
4,1,1,46,-91,1,2,2,45,-90,0
4,1,2,35,-106,1,2,2,35,-107,0
2,1,2,28,-83,3,1,2,27,-82,0
1,2,2,45,-88,1,2,2,46,-87,0
2,2,1,31,-82,1,2,2,32,-81,0
8,1,1,39,-90,3,2,2,38,-90,0
8,2,2,42,-74,1,2,2,42,-73,0
5,1,2,40,-76,1,2,2,39,-76,0
8,1,1,44,-123,1,2,2,43,-124,0
7,1,1,32,-82,1,3,2,32,-82,0
4,1,1,45,-123,1,3,2,45,-123,0
2,2,2,34,-78,1,3,2,33,-78,0
2,3,1,34,-112,3,2,2,34,-111,0
5,1,2,43,-83,3,3,2,43,-84,0
6,1,1,34,-119,2,2,2,34,-119,0
4,1,1,38,-81,1,3,2,37,-82,0
6,1,1,48,-122,1,2,2,49,-122,0
1,1,2,43,-83,3,2,2,42,-83,0
2,2,2,36,-120,1,2,2,37,-120,0
4,1,1,35,-82,1,1,2,35,-83,0
7,1,1,44,-98,1,3,2,45,-98,0
4,1,1,37,-91,1,2,2,37,-90,0
8,1,2,41,-81,3,2,2,42,-81,0
6,1,1,41,-105,2,2,2,41,-105,0
5,1,1,40,-99,1,3,2,40,-99,0
2,2,1,27,-80,3,2,2,28,-80,0
4,1,1,33,-81,1,2,2,34,-81,0
7,1,1,34,-118,2,2,2,34,-118,0
2,1,1,35,-82,1,2,2,34,-82,0
7,1,1,39,-75,1,3,2,40,-74,0
2,1,1,34,-118,2,2,2,33,-118,0
4,1,2,40,-105,2,2,2,41,-106,0
2,2,2,39,-75,1,2,2,39,-76,0
4,1,1,40,-93,1,3,2,41,-94,0
5,1,2,37,-82,1,2,2,38,-81,0
1,1,2,38,-76,1,2,2,38,-76,0
7,1,1,48,-101,1,3,2,48,-101,0
2,1,1,46,-124,1,2,2,45,-123,0
9,2,1,36,-89,1,2,2,37,-89,0
8,1,2,40,-105,3,2,2,39,-104,0
4,1,2,38,-112,1,2,2,37,-112,0
5,1,2,48,-102,1,2,2,47,-103,0
8,1,1,41,-124,1,3,2,41,-124,0
5,1,2,38,-76,1,2,2,37,-75,0
2,2,2,65,-166,1,3,2,64,-165,0
5,1,2,39,-87,1,3,2,39,-87,0
5,1,2,38,-122,1,2,2,39,-122,0
6,1,1,41,-81,1,2,2,42,-81,0
4,1,2,38,-122,1,2,2,38,-122,0
4,1,1,46,-101,1,1,2,46,-101,0
8,1,1,30,-90,3,3,2,29,-90,0
1,1,1,40,-105,3,2,2,40,-104,0
